source_category,nsi_id,display_name,tags_brand,brand_wikidata,location_include,location_exclude,match_names_count,match_input_name,match_slug,match_status,matched_image_svg,matched_image_png
cosmetics,clorebeautysupply-0bbe21,Cloré Beauty Supply,Cloré Beauty Supply,Q113001363,ca,,1,Cloré Beauty Supply,clore-beauty-supply,only_png,,clore-beauty-supply.png
clothes,closed-74806d,Closed (fashion label),Closed,Q1102389,de,,0,Closed,closed,only_png,,closed.png
clothes,clothingjunction-bd328b,Clothing Junction,Clothing Junction,Q116474981,za,,0,Clothing Junction,clothing-junction,only_png,,clothing-junction.png
sports,clubchampion-89ce6f,Club Champion,Club Champion,Q108194158,us,,0,Club Champion,club-champion,only_png,,club-champion.png
restaurant,clubmexicana-e997f8,Club Mexicana,Club Mexicana,Q118672704,gb-lon.geojson,,0,Club Mexicana,club-mexicana,only_png,,club-mexicana.png
restaurant,clubmilanesa-8d1dc1,Club Milanesa,Club Milanesa,Q117324078,ar,,1,Club Milanesa,club-milanesa,only_png,,club-milanesa.png
clothes,clubmonaco-ac779b,Club Monaco,Club Monaco,Q2979949,ca|gb|us,,0,Club Monaco,club-monaco,only_png,,club-monaco.png
fast_food,cluckuchicken-4d2ff4,Cluck-U Chicken,Cluck-U Chicken,Q5136557,us,,0,Cluck-U Chicken,cluck-u-chicken,no,,
convenience,clydebankcooperative-232829,Clydebank Co-operative Society,Clydebank Co-operative,Q5137069,gb,,0,Clydebank Co-operative,clydebank-co-operative,only_png,,clydebank-co-operative.png
convenience,coopdaily-232829,Co-op Daily,Co-op Daily,Q107589681,gb,,1,Co-op Daily,co-op-daily,only_png,,co-op-daily.png
supermarket,coopfood-a8278b,Co-op Food,Co-op Food,Q3277439,gb,,1,Co-op Food,co-op-food,only_png,,co-op-food.png
convenience,cooperativeenroute-d9d9cb,Co-operative En Route,Co-operative En Route,Q108129104,gg|je,,0,Co-operative En Route,co-operative-en-route,only_png,,co-operative-en-route.png
supermarket,cooperativegrandmarche-a048a6,Co-operative Grand Marché,Co-operative Grand Marché,Q107594917,gg|je,,0,Co-operative Grand Marché,co-operative-grand-marche,only_png,,co-operative-grand-marche.png
convenience,cooperativelocale-d9d9cb,Co-operative Locale,Co-operative Locale,Q107594899,gg|je,,0,Co-operative Locale,co-operative-locale,only_png,,co-operative-locale.png
supermarket,coaliment-0513f1,Coaliment,Coaliment,Q127503706,es,,0,Coaliment,coaliment,only_png,,coaliment.png
restaurant,coasttocoast-9b5453,Coast to Coast,Coast to Coast,Q22000729,gb,,0,Coast to Coast,coast-to-coast,only_png,,coast-to-coast.png
pet,cobasi-df7a1d,Cobasi,Cobasi,Q86739236,br,,0,Cobasi,cobasi,only_png,,cobasi.png
bakery,cobsbread-515502,COBS Bread,COBS Bread,Q116771375,ca|us,,0,COBS Bread,cobs-bread,only_png,,cobs-bread.png
convenience,coccimarket-f6dc0a,CocciMarket,CocciMarket,Q90020480,fx,,0,CocciMarket,coccimarket,no,,
convenience,coccimarketcity-f6dc0a,CocciMarket City,CocciMarket City,Q90020481,fx,,0,CocciMarket City,coccimarket-city,no,,
supermarket,coccinelleexpress-94a8a9,Coccinelle Express,Coccinelle Express,Q90020479,fx,,0,Coccinelle Express,coccinelle-express,only_png,,coccinelle-express.png
supermarket,coccinellesupermarche-94a8a9,Coccinelle Supermarché,Coccinelle Supermarché,Q90020459,fx,,0,Coccinelle Supermarché,coccinelle-supermarche,only_png,,coccinelle-supermarche.png
clothes,coccodrillo-af9885,Coccodrillo,Coccodrillo,Q9195224,at|bg|by|cz|de|ee|fi|hu|lt|lv|me|pl|ro|rs|sk|ua,,0,Coccodrillo,coccodrillo,only_png,,coccodrillo.png
cafe,cocofreshteaandjuice-859a55,CoCo,CoCo,Q65084369,001,cn|tw,0,CoCo,coco,only_png,,coco.png
fast_food,cocodimama-1abd07,Coco di Mama,Coco di Mama,Q118146052,gb-eng,,0,Coco di Mama,coco-di-mama,only_png,,coco-di-mama.png
restaurant,cocoichibanya-84891e,CoCo Ichibanya,CoCo Ichibanya,Q5986105,gb|gu|hk|id|in|kr|ph|sg|th|us|vn,,0,CoCo Ichibanya,coco-ichibanya,only_png,,coco-ichibanya.png
restaurant,cocosbakery-96af40,Coco's Bakery,Coco's Bakery,Q5139723,us,,1,Coco's Bakery,cocos-bakery,only_png,,cocos-bakery.png
restaurant,cocoichibanya-36ca8e,CoCo壱番屋,CoCo壱番屋,Q5986105,jp,,0,CoCo壱番屋,coco,only_png,,coco.png
restaurant,cocoichibanya-aafd63,CoCo壱番屋 (臺灣),CoCo壱番屋,Q5986105,tw,,0,CoCo壱番屋,coco,only_png,,coco.png
restaurant,cocoichibanya-2b8b0b,CoCo壹番屋咖喱,CoCo壹番屋咖喱,Q5986105,cn,hk|mo,0,CoCo壹番屋咖喱,coco,only_png,,coco.png
cafe,cocofreshteaandjuice-aa349e,CoCo都可,CoCo都可,Q65084369,cn|tw,,3,CoCo都可,coco,only_png,,coco.png
trade,codale-4e950c,Codale,Codale,Q109826274,us,,1,Codale,codale,only_png,,codale.png
casino,codere-3dfd07,Codere,Codere,Q2918415,ar|co|es|it|mx|pa|uy,,0,Codere,codere,only_png,,codere.png
convenience,coenmarketsinc-f1e40b,Coen Markets Inc,Coen Markets Inc,Q122856721,us,,0,Coen Markets Inc,coen-markets-inc,only_png,,coen-markets-inc.png
cafe,cofefest-1c12ef,CofeFest,CofeFest,,ru,,0,CofeFest,cofefest,no,,
cafe,coffeeberry-7939ef,Coffee Berry,Coffee Berry,Q115323784,cy|gr,,0,Coffee Berry,coffee-berry,only_png,,coffee-berry.png
cafe,coffeecompany-4a052f,Coffee Company,Coffee Company,Q108927063,nl,,0,Coffee Company,coffee-company,only_png,,coffee-company.png
cafe,coffeeculture-3d1dae,Coffee Culture (New Zealand),Coffee Culture,Q100272682,nz,,0,Coffee Culture,coffee-culture,only_png,,coffee-culture.png
cafe,coffeeculture-b3bd97,Coffee Culture (Canada),Coffee Culture,Q130545230,ca-mb.geojson|ca-on.geojson,,0,Coffee Culture,coffee-culture,only_png,,coffee-culture.png
cafe,coffeefellows-6873ad,Coffee Fellows,Coffee Fellows,Q23461429,de|lu|nl,,0,Coffee Fellows,coffee-fellows,only_png,,coffee-fellows.png
cafe,coffeehouse-7a8d18,Coffee House (Suomi),Coffee House,Q11855430,fi,,0,Coffee House,coffee-house,no,,
cafe,coffeeisland-7939ef,Coffee Island,Coffee Island,Q60867333,cy|gr,,0,Coffee Island,coffee-island,only_png,,coffee-island.png
cafe,coffeelab-0c7853,Coffee Lab,Coffee Lab,Q109568497,bg|cy|de|eg|gb-eng|gr,,0,Coffee Lab,coffee-lab,only_png,,coffee-lab.png
cafe,coffeelike-9c7c7f,Coffee Like,Coffee Like,Q55662627,kz|ru,,0,Coffee Like,coffee-like,only_png,,coffee-like.png
cafe,coffeerepublic-e1ef51,Coffee Republic,Coffee Republic,Q5140923,001,,0,Coffee Republic,coffee-republic,only_png,,coffee-republic.png
cafe,coffeetime-e1ef51,Coffee Time,Coffee Time,Q5140932,001,,0,Coffee Time,coffee-time,only_png,,coffee-time.png
cafe,coffee1-a89223,Coffee#1,Coffee#1,Q22032058,gb,,2,Coffee#1,coffee-1,only_png,,coffee-1.png
cafe,coffeedream-95edc3,coffeedream,coffeedream,Q133001964,rs,,0,coffeedream,coffeedream,only_png,,coffeedream.png
cafe,coffeeshopcompany-e1ef51,Coffeeshop Company,Coffeeshop Company,Q873767,001,,1,Coffeeshop Company,coffeeshop-company,no,,
cafe,cofix-5bbbf0,Cofix,Cofix,Q16132717,il|ru,,0,Cofix,cofix,only_png,,cofix.png
cafe,cofizz-10eb89,Cofizz,Cofizz,Q64606270,il,,0,Cofizz,cofizz,no,,
pharmacy,cohenschemist-b98d4f,Cohens Chemist,Cohens Chemist,Q107998495,gb,,0,Cohens Chemist,cohens-chemist,only_png,,cohens-chemist.png
fast_food,cojean-11ef38,Cojean,Cojean,Q2981929,fx,,0,Cojean,cojean,no,,
restaurant,colcacchiopizzeria-13b08d,Col'Cacchio Pizzeria,Col'Cacchio Pizzeria,Q25613087,mu|na|za,,0,Col'Cacchio Pizzeria,colcacchio-pizzeria,only_png,,colcacchio-pizzeria.png
clothes,colcci-c7d1e1,Colcci,Colcci,Q5142063,br,,0,Colcci,colcci,only_png,,colcci.png
ice_cream,coldrockicecreamery-e699dd,Cold Rock Ice Creamery,Cold Rock Ice Creamery,Q2982390,au,,0,Cold Rock Ice Creamery,cold-rock-ice-creamery,only_png,,cold-rock-ice-creamery.png
ice_cream,coldstonecreamery-87d971,Cold Stone Creamery,Cold Stone Creamery,Q1094923,001,,1,Cold Stone Creamery,cold-stone-creamery,only_png,,cold-stone-creamery.png
shoes,colehaan-9b62dc,Cole Haan,Cole Haan,Q4356504,001,,0,Cole Haan,cole-haan,only_png,,cole-haan.png
supermarket,coles-c254c9,Coles,Coles,Q1108172,au,,0,Coles,coles,both,coles.svg,coles.png
books,coles-c95919,Coles,Coles,Q5144641,ca,,0,Coles,coles,both,coles.svg,coles.png
supermarket,colescentral-c254c9,Coles Central,Coles Central,Q5144653,au,,0,Coles Central,coles-central,no,,
supermarket,coleslocal-c254c9,Coles Local,Coles Local,Q104850818,au,,0,Coles Local,coles-local,only_png,,coles-local.png
cafe,colicci-eb3447,Colicci,Colicci,Q110057606,gb-lon.geojson,,0,Colicci,colicci,only_png,,colicci.png
clothes,colins-3937bd,Colin's,Colin's,Q18015543,001,,0,Colin's,colins,only_png,,colins.png
clothes,colloseum-4fcdc1,Colloseum,Colloseum,Q15794685,at|cz|de|gr|lv|pl|sk,,0,Colloseum,colloseum,only_png,,colloseum.png
supermarket,colruyt-27c1df,Colruyt,Colruyt,Q2363991,be|fr|lu,,0,Colruyt,colruyt,both,colruyt.svg,colruyt.png
clothes,columbia-3937bd,Columbia,Columbia,Q1112588,001,,0,Columbia,columbia,only_png,,columbia.png
cafe,columbuscafeandco-d3efe9,Columbus Café & Co,Columbus Café & Co,Q2984582,be|bh|fr|ma|qa|us,,5,Columbus Café & Co,columbus-cafe-co,only_png,,columbus-cafe-co.png
supermarket,combi-0a839e,Combi,Combi,Q1113618,de,,0,Combi,combi,both,combi.svg,combi.png
supermarket,comercialmexicana-9b2dfb,Comercial Mexicana,Comercial Mexicana,Q2985173,mx,,0,Comercial Mexicana,comercial-mexicana,only_png,,comercial-mexicana.png
clothes,comma-9aade2,comma,comma,Q15803717,at|de|hr|si,,0,comma,comma,only_png,,comma.png
clothes,comptoirdescotonniers-90f7b7,Comptoir des Cotonniers,Comptoir des Cotonniers,Q2990868,fx,,0,Comptoir des Cotonniers,comptoir-des-cotonniers,only_png,,comptoir-des-cotonniers.png
deli,comtessedubarry-ab8cdd,Comtesse du Barry,Comtesse du Barry,Q17176547,fx,,0,Comtesse du Barry,comtesse-du-barry,only_png,,comtesse-du-barry.png
supermarket,conad-06d4eb,Conad,Conad,Q639075,al|it,,0,Conad,conad,only_png,,conad.png
supermarket,conadcity-0cb133,Conad City,Conad City,Q57543102,it,,0,Conad City,conad-city,no,,
supermarket,conadsuperstore-0cb133,Conad Superstore,Conad Superstore,Q118129616,it,,0,Conad Superstore,conad-superstore,no,,
clothes,conbipel-d72191,Conbipel,Conbipel,Q3685952,it,,0,Conbipel,conbipel,only_png,,conbipel.png
restaurant,condadotacos-96af40,Condado Tacos,Condado Tacos,Q118640152,us,,0,Condado Tacos,condado-tacos,only_png,,condado-tacos.png
supermarket,condis-0513f1,Condis,Condis,Q57417581,es,,0,Condis,condis,only_png,,condis.png
furniture,conforama-6fff46,Conforama,Conforama,Q541134,ch|es|fr|it|lu|pt,,0,Conforama,conforama,both,conforama.svg,conforama.png
clothes,connor-392c8b,Connor,Connor,Q113468988,au,,0,Connor,connor,only_png,,connor.png
convenience,conoco-f1e40b,Conoco,Conoco,Q109341187,us,,0,Conoco,conoco,no,,
shoes,constance-7c075c,Constance,Constance,Q116046493,br,,0,Constance,constance,only_png,,constance.png
supermarket,consum-0513f1,Consum,Consum,Q8350308,es,,0,Consum,consum,only_png,,consum.png
clothes,contempo-bd328b,Contempo,Contempo,Q116619863,za,,0,Contempo,contempo,only_png,,contempo.png
supermarket,continente-a14fce,Continente,Continente,Q2995683,pt,,0,Continente,continente,both,continente.svg,continente.png
supermarket,continentebomdia-a14fce,Continente Bom Dia,Continente Bom Dia,Q123570507,pt,,0,Continente Bom Dia,continente-bom-dia,only_png,,continente-bom-dia.png
supermarket,continentemodelo-a14fce,Continente Modelo,Continente Modelo,Q1892188,pt,,0,Continente Modelo,continente-modelo,only_png,,continente-modelo.png
convenience,convenientfoodmart-f1e40b,Convenient Food Mart,Convenient Food Mart,Q5166143,us,,0,Convenient Food Mart,convenient-food-mart,only_png,,convenient-food-mart.png
shoes,converse-9b62dc,Converse,Converse,Q319515,001,,0,Converse,converse,both,converse.svg,converse.png
frozen_food,cook-d47c9b,Cook,Cook,Q113457474,gb|gg,,0,Cook,cook,only_png,,cook.png
fast_food,cookdoor-5f7df6,Cook Door,Cook Door,Q12236500,ae|eg,,0,Cook Door,cook-door,no,,
fast_food,cookout-4d2ff4,Cook Out,Cook Out,Q5166992,us,,0,Cook Out,cook-out,only_png,,cook-out.png
pastry,cookiesbydesign-64e364,Cookies by Design,Cookies by Design,Q5167112,us,,0,Cookies by Design,cookies-by-design,only_png,,cookies-by-design.png
convenience,coop-07a460,Coop (Schweiz),Coop,Q432564,ch,,0,Coop,coop,both,coop.svg,coop.png
supermarket,coop-0cb133,Coop (Italia),Coop,Q1129774,it,,0,Coop,coop,both,coop.svg,coop.png
supermarket,coop-36e991,Coop (Schweiz),Coop,Q432564,ch,,0,Coop,coop,both,coop.svg,coop.png
supermarket,coop-5811b5,Coop (Nederland),Coop,Q2390074,nl,,0,Coop,coop,both,coop.svg,coop.png
supermarket,coop-8e6809,Coop (Česko),Coop,Q52851660,cz,,2,Coop,coop,both,coop.svg,coop.png
convenience,coop-a7773e,Coop (Česko),Coop,Q52851660,cz,,2,Coop,coop,both,coop.svg,coop.png
supermarket,coop-c57afb,Coop (Sverige),Coop,Q106684510,se,,6,Coop,coop,both,coop.svg,coop.png
supermarket,coopshop-6b65f1,קואופ שופ,Coop,Q16132437,il,,0,Coop,coop,both,coop.svg,coop.png
convenience,coopabc-58d40d,Coop ABC,Coop ABC,Q868980,hu,,0,Coop ABC,coop-abc,only_png,,coop-abc.png
convenience,coopatlantique-c38318,Coop Atlantique,Coop Atlantique,Q2996560,fr-naq.geojson,,0,Coop Atlantique,coop-atlantique,only_png,,coop-atlantique.png
doityourself,coopbauhobby-0f6f08,Coop Bau+Hobby,Coop Bau+Hobby,Q432564,ch,,0,Coop Bau+Hobby,coop-bau-hobby,only_png,,coop-bau-hobby.png
doityourself,coopbyggmix-1b58cb,Coop Byggmix,Coop Byggmix,Q12714075,no,,0,Coop Byggmix,coop-byggmix,no,,
supermarket,coop-e21b3b,Coop Eesti,Coop Eesti,Q12361460,ee,,0,Coop Eesti,coop-eesti,only_png,,coop-eesti.png
convenience,coopeesti-fb411b,Coop Eesti,Coop Eesti,Q12361460,ee,,0,Coop Eesti,coop-eesti,only_png,,coop-eesti.png
convenience,coopjednota-2496a5,COOP Jednota,COOP Jednota,Q41629254,sk,,2,COOP Jednota,coop-jednota,only_png,,coop-jednota.png
supermarket,coopjednota-4ccde8,COOP Jednota,COOP Jednota,Q41629254,sk,,2,COOP Jednota,coop-jednota,only_png,,coop-jednota.png
convenience,coopkonzum-a7773e,Coop Konzum,Coop Konzum,Q52851660,cz,,1,Coop Konzum,coop-konzum,only_png,,coop-konzum.png
supermarket,coopmarked-ed9dd5,Coop Marked,Coop Marked,Q5167703,no,,0,Coop Marked,coop-marked,no,,
supermarket,coopmega-ed9dd5,Coop Mega,Coop Mega,Q4581010,no,,0,Coop Mega,coop-mega,both,coop-mega.svg,coop-mega.png
convenience,coopmini-58d40d,Coop Mini,Coop Mini,Q868980,hu,,0,Coop Mini,coop-mini,only_png,,coop-mini.png
supermarket,coopprix-ed9dd5,Coop Prix,Coop Prix,Q5167705,no,,0,Coop Prix,coop-prix,only_png,,coop-prix.png
convenience,cooppronto-0438d5,Coop Pronto,Coop Pronto,Q1129777,ch|li,,0,Coop Pronto,coop-pronto,only_png,,coop-pronto.png
restaurant,cooprestaurant-282f19,Coop Restaurant,Coop Restaurant,Q432564,ch,,0,Coop Restaurant,coop-restaurant,only_png,,coop-restaurant.png
supermarket,coopsapporo-c0ae3d,コープさっぽろ,COOP SAPPORO,Q11574624,jp-01.geojson,,0,COOP SAPPORO,coop-sapporo,no,,
supermarket,coopszuper-478515,Coop Szuper,Coop Szuper,Q868980,hu,,0,Coop Szuper,coop-szuper,only_png,,coop-szuper.png
supermarket,coopterno-8e6809,Coop Terno,Coop Terno,Q52851660,cz,,1,Coop Terno,coop-terno,only_png,,coop-terno.png
supermarket,cooptip-8e6809,Coop Tip,Coop Tip,Q52851660,cz,,0,Coop Tip,coop-tip,only_png,,coop-tip.png
convenience,cooptip-a7773e,Coop Tip,Coop Tip,Q52851660,cz,,0,Coop Tip,coop-tip,only_png,,coop-tip.png
supermarket,cooptuty-8e6809,Coop Tuty,Coop Tuty,Q52851660,cz,,1,Coop Tuty,coop-tuty,only_png,,coop-tuty.png
convenience,cooptuty-a7773e,Coop Tuty,Coop Tuty,Q52851660,cz,,1,Coop Tuty,coop-tuty,only_png,,coop-tuty.png
supermarket,coopvandaag-5811b5,Coop Vandaag,Coop Vandaag,Q98455765,nl,,0,Coop Vandaag,coop-vandaag,only_png,,coop-vandaag.png
pharmacy,coopvitality-7092c5,Coop Vitality,Coop Vitality,Q111725297,ch,,0,Coop Vitality,coop-vitality,only_png,,coop-vitality.png
supermarket,coopfi-0cb133,Coop.fi,Coop.fi,Q4004707,it,,0,Coop.fi,coop-fi,only_png,,coop-fi.png
supermarket,coopcompact-5811b5,CoopCompact,CoopCompact,Q98454887,nl,,0,CoopCompact,coopcompact,no,,
trade,cooperelectric-4e950c,Cooper Electric,Cooper Electric,Q109826296,us,,0,Cooper Electric,cooper-electric,only_png,,cooper-electric.png
restaurant,coopershawk-96af40,Cooper's Hawk,Cooper's Hawk,Q17511079,us,,0,Cooper's Hawk,coopers-hawk,only_png,,coopers-hawk.png
supermarket,cooperativaobrera-0d2b84,Cooperativa Obrera,Cooperativa Obrera,Q110454268,ar,,0,Cooperativa Obrera,cooperativa-obrera,only_png,,cooperativa-obrera.png
bakery,cooplands-680575,Cooplands,Cooplands,Q5167971,gb,,2,Cooplands,cooplands,only_png,,cooplands.png
restaurant,copelands-96af40,Copeland's,Copeland's,Q5168346,us,,0,Copeland's,copelands,only_png,,copelands.png
butcher,coqivoire-40403c,Coqivoire,Coqivoire,Q60183284,ci,,0,Coqivoire,coqivoire,only_png,,coqivoire.png
restaurant,cora-3080a2,Cora (non-Quebec),Cora,Q2996960,ca,ca-qc.geojson,0,Cora,cora,both,cora.svg,cora.png
restaurant,cora-71aa4c,Cora (Quebec),Cora,Q2996960,ca-qc.geojson,,0,Cora,cora,both,cora.svg,cora.png
supermarket,cora-ea1ce5,Cora,Cora,Q686643,be|fr|lu|ro,,0,Cora,cora,both,cora.svg,cora.png
furniture,coricraft-0ebee2,Coricraft,Coricraft,Q116428628,bw|na|za,,0,Coricraft,coricraft,only_png,,coricraft.png
cafe,cornerbakery-243cad,Corner Bakery,Corner Bakery,Q5171598,us,,1,Corner Bakery,corner-bakery,only_png,,corner-bakery.png
ice_cream,cornerhouse-c284d9,Corner House,Corner House,Q124374322,in,,0,Corner House,corner-house,no,,
bakery,cornishbakery-00bbe7,Cornish Bakery,Cornish Bakery,Q124030035,gb-eng,,0,Cornish Bakery,cornish-bakery,only_png,,cornish-bakery.png
furniture,cortfurnitureoutlet-a5c7fa,Cort Furniture Outlet,Cort,Q116210608,us,,0,Cort,cort,no,,
furniture,cortfurniturerental-a5c7fa,Cort Furniture Rental,Cort,Q116210608,us,,0,Cort,cort,no,,
clothes,cortefiel-b8ad70,Cortefiel,Cortefiel,Q117351825,es|pt,,0,Cortefiel,cortefiel,only_png,,cortefiel.png
alcohol,cortez-48eb32,Cortez,Cortez,Q132184090,pl,,0,Cortez,cortez,no,,
trade,coryselectrical-49357c,Corys Electrical,Corys Electrical,Q113313384,nz,,0,Corys Electrical,corys-electrical,only_png,,corys-electrical.png
clothes,cos-3937bd,COS,COS,Q60772401,001,,0,COS,cos,only_png,,cos.png
fast_food,cosechas-a14b1c,Cosechas,Cosechas,Q128305751,br|co|cr|pa|tw|us-fl.geojson,,0,Cosechas,cosechas,no,,
pharmacy,cosmedica-cf61fb,Cosmedica,Cosmedica,,pl,,0,Cosmedica,cosmedica,no,,
restaurant,cosmo-bd06d9,Cosmo,Cosmo,Q5174239,gb|ie,,0,Cosmo,cosmo,only_png,,cosmo.png
shoes,cosmoparis-e37ab9,Cosmoparis,Cosmoparis,Q105105839,de|fr,,0,Cosmoparis,cosmoparis,only_png,,cosmoparis.png
cafe,costa-b21a9d,Costa,Costa,Q608845,001,ca|cn,2,Costa,costa,only_png,,costa.png
cafe,costadrivethru-b21a9d,Costa Drive Thru,Costa,Q608845,001,ca|cn,1,Costa,costa,only_png,,costa.png
fast_food,costavida-4d2ff4,Costa Vida,Costa Vida,Q108403192,us,,0,Costa Vida,costa-vida,only_png,,costa-vida.png
cafe,costa-3300f4,咖世家,Costa咖啡,Q608845,cn,,3,Costa咖啡,costa,only_png,,costa.png
fast_food,airederestaurationcostco-32490c,Aire de restauration Costco,Costco,Q715583,ca-qc.geojson,,0,Costco,costco,only_svg,costco.svg,
wholesale,costco-69a5bf,Costco,Costco,Q715583,au|ca|es|fr|gb|is|kr|mx|nz|se|us,,1,Costco,costco,only_svg,costco.svg,
wholesale,costcobusinesscenter-98b10d,Costco Business Center,Costco,Q715583,us,,0,Costco,costco,only_svg,costco.svg,
wholesale,costcobusinesscentre-0ee8ff,Costco Business Centre,Costco,Q715583,ca,ca-qc.geojson,0,Costco,costco,only_svg,costco.svg,
fast_food,costcofoodcourt-438182,Costco Food Court,Costco,Q715583,au|ca|gb|jp|kr|mx|tw|us,ca-qc.geojson,0,Costco,costco,only_svg,costco.svg,
pharmacy,costcopharmacy-c327b8,Costco Pharmacy,Costco,Q715583,ca|us,ca-qc.geojson,0,Costco,costco,only_svg,costco.svg,
wholesale,costcopourlentreprise-94c8bc,Costco Pour l'entreprise,Costco,Q715583,ca-qc.geojson,,1,Costco,costco,only_svg,costco.svg,
pharmacy,pharmaciecostco-3fae07,Pharmacie Costco,Costco,Q715583,ca-qc.geojson,,0,Costco,costco,only_svg,costco.svg,
convenience,costcutter-31620e,Costcutter,Costcutter,Q5175072,gb|ie,,1,Costcutter,costcutter,only_png,,costcutter.png
supermarket,costcutter-986a24,Costcutter,Costcutter,Q5175072,001,,1,Costcutter,costcutter,only_png,,costcutter.png
convenience,cosway-3e5671,Cosway,Cosway,Q15916839,my,,0,Cosway,cosway,only_png,,cosway.png
restaurant,cosyclub-9b5453,Cosy Club,Cosy Club,Q108443521,gb,,0,Cosy Club,cosy-club,only_png,,cosy-club.png
fast_food,cosi-4d2ff4,Così,Così,Q5175243,us,,0,Così,cosi,only_png,,cosi.png
supermarket,coto-0d2b84,Coto,Coto,Q5175411,ar,,0,Coto,coto,only_png,,coto.png
outdoor,cotswoldoutdoor-f55d12,Cotswold Outdoor,Cotswold Outdoor,Q5175488,gb,,1,Cotswold Outdoor,cotswold-outdoor,only_png,,cotswold-outdoor.png
fast_food,cottageinnpizza-d6ff93,Cottage Inn Pizza,Cottage Inn Pizza,Q16988753,us-mi.geojson,,0,Cottage Inn Pizza,cottage-inn-pizza,only_png,,cottage-inn-pizza.png
clothes,cottonclub-91c4cd,Cotton Club,Cotton Club,Q124460958,nl,,0,Cotton Club,cotton-club,only_png,,cotton-club.png
clothes,cottonon-3937bd,Cotton On,Cotton On,Q5175717,001,,0,Cotton On,cotton-on,only_png,,cotton-on.png
clothes,cottononbody-3937bd,Cotton On Body,Cotton On Body,Q134983660,001,,0,Cotton On Body,cotton-on-body,only_png,,cotton-on-body.png
clothes,cottononkids-3937bd,Cotton On Kids,Cotton On Kids,Q113961498,001,,0,Cotton On Kids,cotton-on-kids,no,,
restaurant,cottonpatchcafe-1e4f2a,Cotton Patch Cafe,Cotton Patch Cafe,Q5175713,us-nm.geojson|us-ok.geojson|us-tx.geojson,,0,Cotton Patch Cafe,cotton-patch-cafe,only_png,,cotton-patch-cafe.png
clothes,cottontraders-7b1694,Cotton Traders,Cotton Traders,Q5175738,gb,,0,Cotton Traders,cotton-traders,only_png,,cotton-traders.png
clothes,cotelac-3937bd,Cotélac,Cotélac,Q2998637,001,,0,Cotélac,cotelac,only_png,,cotelac.png
convenience,couchetard-eea72f,Couche-Tard,Couche-Tard,Q2836957,ca,,0,Couche-Tard,couche-tard,only_png,,couche-tard.png
supermarket,countdown-5dc426,Countdown,Countdown,Q5176845,nz,,1,Countdown,countdown,only_png,,countdown.png
restaurant,countrykitchen-96af40,Country Kitchen,Country Kitchen,Q121434650,us,,0,Country Kitchen,country-kitchen,only_png,,country-kitchen.png
restaurant,countrypride-96af40,Country Pride,Country Pride,Q64051992,us,,1,Country Pride,country-pride,only_png,,country-pride.png
clothes,countryroad-2bb477,Country Road,Country Road,Q2998907,au|nz,,0,Country Road,country-road,only_png,,country-road.png
cafe,countrystyle-aa8067,Country Style,Country Style,Q5177435,ca,,0,Country Style,country-style,only_png,,country-style.png
restaurant,countrywaffles-96af40,Country Waffles,Country Waffles,Q86151490,us,,0,Country Waffles,country-waffles,no,,
country_store,countrymax-dbe0bc,CountryMax,CountryMax,Q111145969,us-ny.geojson,,0,CountryMax,countrymax,only_png,,countrymax.png
bakery,couplands-80e21a,Coupland's,Coupland's,Q107297544,nz,,0,Coupland's,couplands,only_png,,couplands.png
shoes,courir-1cd077,Courir,Courir,Q3001258,be|ci|es|fx|lu|ma|pt|qa,,0,Courir,courir,only_svg,courir.svg,
restaurant,courtepaille-dee615,Courtepaille,Courtepaille,Q3116688,fr,,0,Courtepaille,courtepaille,only_png,,courtepaille.png
furniture,courts-0c6e04,Courts (Malaysia),Courts,Q5178707,my,,0,Courts,courts,only_png,,courts.png
furniture,courts-cfdd43,Courts (Singapore),Courts,Q24942673,sg,,0,Courts,courts,only_png,,courts.png
fast_food,cousinssubs-41b898,Cousins Subs,Cousins Subs,Q5178843,us-in.geojson|us-wi.geojson,,0,Cousins Subs,cousins-subs,only_png,,cousins-subs.png
supermarket,coviran-d9bffc,Covirán,Covirán,Q61070539,es|pt,,0,Covirán,coviran,only_png,,coviran.png
bar,coyoteugly-163d6e,Coyote Ugly,Coyote Ugly Saloon,Q4131558,de|gb|jp|kg|ru|us,,0,Coyote Ugly Saloon,coyote-ugly-saloon,only_png,,coyote-ugly-saloon.png
convenience,cpfreshmart-f572b3,CP Freshmart,CP Freshmart,Q125917787,th,,1,CP Freshmart,cp-freshmart,no,,
clothes,cr-7b6907,CR,CR,Q139604801,ru,,1,CR,cr,no,,
gift,crackerbarrel-43d507,Cracker Barrel,Cracker Barrel,Q4492609,us,,0,Cracker Barrel,cracker-barrel,only_png,,cracker-barrel.png
restaurant,crackerbarrel-96af40,Cracker Barrel,Cracker Barrel,Q4492609,us,,1,Cracker Barrel,cracker-barrel,only_png,,cracker-barrel.png
pub,craftunion-9b8a53,Craft Union,Craft Union,Q124956771,gb-eng|gb-wls,,0,Craft Union,craft-union,no,,
supermarket,crai-d52198,Crai,Crai,Q3696429,ch|it,,0,Crai,crai,both,crai.svg,crai.png
pastry,craigscookies-54b2d5,Craig's Cookies,Craig's Cookies,Q137660411,ca,,0,Craig's Cookies,craigs-cookies,only_png,,craigs-cookies.png
